,Platform_ORF,logFC,AveExpr,F,P.Value,adj.P.Val,GO.Function,GO.Component,GO.Process,Gene.symbol,Chromosome.annotation,EGEOD,Organism,Species,Strain,StudyType,AssayType,Gen,meta_data
2299,orf19.10930,0.082720118,-0.189220118,1.753279207,0.229304237,0.385656749,translation elongation factor activity///ribosome binding///ribosome binding///RNA binding///translation initiation factor activity///translation elongation factor activity,perinuclear region of cytoplasm,positive regulation of translational termination///positive regulation of translational elongation///translational frameshifting///peptidyl-lysine modification to peptidyl-hypusine///positive regulation of cytoplasmic translational elongation through polyproline stretches///translational frameshifting///positive regulation of translational termination///positive regulation of translational initiation///positive regulation of translational elongation,HYP2,Contig20176:complement(63016..62669),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2300,orf19.13140,-0.457845037,0.194595037,1.753512026,0.229266211,0.385656749,NA,NA,NA,NA,Contig20233:complement(28217..27867),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2301,orf19.8466,0.233844904,0.450655096,1.752915386,0.229363674,0.385692217,molecular_function,cytoplasm,proteolysis,NA,Contig20076:112315..115206,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2302,orf19.12665,0.155879975,-0.196379975,1.751937607,0.229523507,0.385896468,nucleotide binding///large ribosomal subunit rRNA binding,cellular_component,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)///ribosomal large subunit biogenesis///cellular response to drug",NOP4,Contig20220:7854..10049,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2303,orf19.9774,-0.083557982,-0.251692018,1.749715835,0.2298872,0.386236692,structural constituent of ribosome,cytosolic large ribosomal subunit,translation///ribosomal large subunit assembly,RPL11,Contig20143:complement(7877..7377),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2304,orf19.11369,0.092989303,0.309510697,1.749180871,0.229974877,0.386240964,glucose-6-phosphate isomerase activity///glucose-6-phosphate isomerase activity,mitochondrion///fungal biofilm matrix,glycolytic process///gluconeogenesis///anisotropic cell growth///conidium formation///gluconeogenesis///establishment or maintenance of cell polarity///hyphal growth///glycolytic process,PGI1,Contig20193:complement(68445..66793),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2305,orf19.10153,0.124046361,-0.495796361,1.748845799,0.230029814,0.386295684,GTP binding///GTPase activity///GTPase activity,endosome///meiotic spindle pole///Golgi apparatus///cytoplasm///cortical dynamic polarity patch///cleavage furrow leading edge///prospore membrane///extracellular vesicle,"nucleocytoplasmic transport///signal transduction///intracellular protein transport///small GTPase mediated signal transduction///protein transport///protein localization to meiotic spindle pole body///early endosome to Golgi transport///positive regulation of exocytosis///vacuole fusion, non-autophagic///vesicle-mediated transport///mitotic cytokinesis///positive regulation of ascospore-type prospore membrane formation///protein localization to cell cortex of cell tip///exocytosis///cellular response to drug",YPT31,Contig20152:complement(2245..1577),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2306,orf19.10879,0.229745209,-0.108245209,1.744490405,0.230745376,0.387109074,metalloendopeptidase activity,COP9 signalosome,adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion///protein deneddylation///positive regulation of ergosterol biosynthetic process///protein deneddylation,NA,Contig20174:complement(20793..19576),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2307,orf19.11065,0.339876083,-0.056626083,1.743817102,0.230856239,0.387198637,histone binding,nucleus///cytoplasm///CAF-1 complex,DNA replication-dependent nucleosome assembly,MSI1,Contig20183:complement(101743..100436),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2308,orf19.12730,0.44355347,0.731561311,1.783215299,0.231121924,0.387385843,microtubule motor activity///microtubule binding///ATP binding///motor activity,microtubule associated complex///incipient cellular bud site///cellular bud tip///mating projection tip///cellular bud neck,microtubule-based movement///vesicle docking involved in exocytosis///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///filamentous growth of a population of unicellular organisms in response to biotic stimulus///cellular response to biotic stimulus///filamentous growth,KIP4,Contig20223:89586..92300,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2309,orf19.8669,-0.016748553,-0.460501447,1.741615923,0.231219134,0.387451923,phosphoglycerate mutase activity,fungal-type cell wall,glycolytic process,GPM2,Contig20087:71410..72195,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2310,orf19.8129,0.868548134,-0.084798134,1.739756385,0.231526252,0.387740451,protein methyltransferase activity///S-adenosylmethionine-dependent methyltransferase activity,cellular_component,protein methylation///translational readthrough,NA,Contig20053:67605..68525,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2311,orf19.9604,0.203688069,0.241561931,1.736071877,0.232136262,0.38843892,metalloendopeptidase activity///zinc ion binding///ATP binding///metallopeptidase activity///ATPase activity///ATP binding,mitochondrial inner membrane///m-AAA complex///mitochondrial inner boundary membrane,protein catabolic process///cellular protein-containing complex assembly///proteolysis///signal peptide processing///proteolysis,YTA12,Contig20139:complement(119337..116797),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2312,orf19.12697.3,0.791633661,-0.737633661,1.722300397,0.23443386,0.390885037,NA,NA,NA,NA,Contig20223:complement(35227..34892),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2313,orf19.11812,-0.112176471,-0.278073529,1.721641054,0.234544563,0.390939997,structural constituent of ribosome///structural constituent of ribosome,extracellular region///cytosolic small ribosomal subunit///membrane,translation///rRNA export from nucleus,RPS5,Contig20202:211348..212025,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2314,orf19.11677,0.076294059,-0.196544059,1.721512889,0.234566089,0.390943482,sodium:proton antiporter activity///potassium:proton antiporter activity///sodium:proton antiporter activity,integral component of membrane///fungal-type vacuole membrane///late endosome///early endosome///trans-Golgi network,cellular monovalent inorganic cation homeostasis///sodium ion transmembrane transport///potassium ion transmembrane transport///vacuolar acidification,NHX1,Contig20201:13561..15552,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2315,orf19.11380,-0.566417469,0.895417469,1.721130233,0.234630374,0.390985831,histone methyltransferase activity (H3-K4 specific),Set1C/COMPASS complex,histone H3-K4 methylation///chromatin silencing at telomere,NA,Contig20194:10101..10487,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2316,orf19.10634.2,0.17317404,0.13807596,1.717898097,0.235174224,0.391600125,NA,NA,NA,NA,Contig20166:69300..69581,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2317,orf19.9144,-0.791921162,-0.017078838,1.716595644,0.235393817,0.391743083,molecular_function,integral component of membrane,biological_process,AFF8,Contig20119:complement(258031..257345)///Contig20119:complement(258195..257791),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2318,orf19.11165,0.165986427,0.373763573,1.716625567,0.235388769,0.391743083,Ran guanyl-nucleotide exchange factor activity///nuclear import signal receptor activity///protein-containing complex binding,nuclear pore///NLS-dependent protein nuclear import complex///nucleus///nuclear periphery///mitotic spindle midzone///cytoplasm,protein targeting to membrane///NLS-bearing protein import into nucleus///regulation of protein desumoylation///regulation of nucleocytoplasmic transport///phosphatidylcholine biosynthetic process///nuclear pore complex assembly,KAP95,Contig20186:51199..53826,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2319,orf19.14125,-0.311329804,0.462354118,1.754638998,0.235688792,0.391937836,NA,NA,NA,NA,Contig20254:complement(236506..234461),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2320,orf19.7713,0.196738774,0.278511226,1.715256025,0.23561994,0.391937836,molecular_function,mitochondrion,cellular iron ion homeostasis,MMT2,Contig20020:complement(12837..11296),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2321,orf19.14158,-0.209656669,-0.200343331,1.714333293,0.235775849,0.391952992,"transferase activity, transferring acyl groups other than amino-acyl groups///oxidoreductase activity",cellular_component,oxidation-reduction process///protein targeting to membrane,AST2,Contig20257:complement(4753..3704),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2322,orf19.10795,-0.280854779,0.731604779,1.714158692,0.235805364,0.391969664,molecular_function,cellular_component,biological_process,NA,Contig20172:complement(151887..150502),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2323,orf19.12379,0.013695064,-0.466445064,1.713633541,0.235894167,0.392084876,ubiquitin binding,cellular_component,biological_process,NA,Contig20216:complement(3789..130),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2324,orf19.10016,-0.697305423,-0.054629718,1.804403412,0.236260872,0.392411286,putrescine transmembrane transporter activity///gamma-aminobutyric acid:proton symporter activity///gamma-aminobutyric acid:proton symporter activity,fungal-type vacuole membrane,transmembrane transport///putrescine transport///gamma-aminobutyric acid transport,UGA4,Contig20150:97255..98928,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2325,orf19.7895,-0.186880812,0.225880812,1.709341717,0.236621453,0.392688804,ATP binding///topological DNA entrapment activity///DNA binding///cohesin ATPase activity///double-stranded DNA binding///ATPase activity///protein kinase binding,"nucleus///nuclear mitotic cohesin complex///condensed nuclear chromosome, centromeric region///mitotic cohesin complex","replication-born double-strand break repair via sister chromatid exchange///mitotic cohesin ssDNA (lagging strand) loading///maintenance of mitotic sister chromatid cohesion, centromeric///meiotic sister chromatid cohesion///synaptonemal complex assembly///mitotic cohesin loading///reciprocal meiotic recombination///mitotic sister chromatid cohesion",SMC3,Contig20046:57095..60817,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2326,orf19.8482,-0.226502429,0.367502429,1.707652807,0.23690841,0.393088564,structural constituent of ribosome,mitochondrial large ribosomal subunit,biological_process,MRPL35,Contig20076:151132..152268,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2327,orf19.9905,0.286306912,0.421943088,1.704697458,0.237411573,0.393638007,DNA replication origin binding///ATP binding,DNA replication preinitiation complex///nuclear pre-replicative complex///nuclear origin of replication recognition complex///nuclear chromatin,pre-replicative complex assembly involved in nuclear cell cycle DNA replication///silent mating-type cassette heterochromatin assembly///regulation of chromatin silencing at telomere///mitotic DNA replication initiation///DNA replication initiation///mitotic sister chromatid cohesion,ORC5,Contig20147:complement(49694..48204),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2328,orf19.8429,0.043690225,-0.242190225,1.702408123,0.237802248,0.394116522,nucleotide binding///rRNA binding,nucleolus///preribosome,"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",NOP12,Contig20076:38015..39379,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2329,orf19.7896,-0.216945937,0.598945937,1.692918371,0.239430134,0.39586858,protein kinase binding,cellular_component,regulation of cyclin-dependent protein serine/threonine kinase activity,NA,Contig20046:64380..65726,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2330,orf19.9778,0.427040149,-0.491790149,1.692381192,0.239522692,0.395956521,DNA-binding transcription factor activity///RNA polymerase II cis-regulatory region sequence-specific DNA binding///RNA polymerase II transcription corepressor binding///RNA polymerase II transcription coactivator binding///transcription regulatory region sequence-specific DNA binding,nucleus///nucleolus///nuclear chromatin///nuclear chromatin,negative regulation of ribosomal protein gene transcription by RNA polymerase II///positive regulation of ribosomal protein gene transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II///rRNA transcription,FHL1,Contig20143:complement(13406..9918),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2331,orf19.9441,0.447082831,-0.224082831,1.691363775,0.239698117,0.396181399,chromatin binding///RNA polymerase II activating transcription factor binding,transcription factor TFIID complex///transcription factor TFIID complex,"cellular response to drug///DNA-templated transcription, initiation///transcription by RNA polymerase II",TAF4,Contig20135:complement(38313..37222),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2332,orf19.13524,-0.260528545,0.549278545,1.688899974,0.240123586,0.396656478,diphosphomevalonate decarboxylase activity///ATP binding///diphosphomevalonate decarboxylase activity///diphosphomevalonate decarboxylase activity///diphosphomevalonate decarboxylase activity,cellular_component,"sterol biosynthetic process///isopentenyl diphosphate biosynthetic process, mevalonate pathway///sterol biosynthetic process",MVD1,Contig20237:complement(181763..180714),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2333,orf19.12920,0.065949686,0.382800314,1.687620999,0.240344816,0.396956727,first spliceosomal transesterification activity,U2-type spliceosomal complex///spliceosomal complex///U2-type catalytic step 1 spliceosome,generation of catalytic spliceosome for first transesterification step,YJU2,Contig20227:complement(137120..136422),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2334,orf19.10135,0.16214873,0.12885127,1.678733371,0.241889095,0.398786915,rRNA (cytosine-C5-)-methyltransferase activity,nucleus///nucleolus,rRNA base methylation,NA,Contig20151:complement(124879..123491),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2335,orf19.12703,-0.191822845,0.265822845,1.669673602,0.243475869,0.400582129,molecular_function,cellular_component,biological_process,NA,Contig20223:44635..46050,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2336,orf19.9762,0.359674876,-0.269424876,1.668502581,0.243681901,0.400822752,peptidase activity,extracellular region,proteolysis,PAP2,Contig20141:108240..109850,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2337,orf19.9923,-0.230965279,-0.072034721,1.66673957,0.243992494,0.401202404,proline-tRNA ligase activity,mitochondrial inner membrane,prolyl-tRNA aminoacylation///mitochondrial proton-transporting ATP synthase complex assembly///mRNA stabilization,NA,Contig20148:13600..15417,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2338,orf19.12035,-0.532223329,0.529723329,1.658072398,0.245526507,0.402860262,molecular_function,endoplasmic reticulum,'de novo' protein folding,ROT3,Contig20212:6167..6757,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2339,orf19.11544,-0.308365595,-0.111134405,1.657215285,0.245678852,0.402948209,nucleic acid binding///zinc ion binding///nucleotide binding///RNA binding,U2AF,"mRNA splicing, via spliceosome///single-species biofilm formation on inanimate substrate///regulation of transcription by RNA polymerase II///positive regulation of cell-substrate adhesion///positive regulation of cell adhesion involved in single-species biofilm formation",NA,Contig20195:complement(20935..19820),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2340,orf19.8722.3,0.238507867,0.102992133,1.657123116,0.245695242,0.402948209,NA,NA,NA,DPH52,Contig20093:35992..36213,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2341,orf19.13396,0.369122834,-0.339372834,1.652354844,0.246544962,0.403913659,zinc ion binding///nucleic acid binding///DNA-binding transcription factor activity,cellular_component,"regulation of transcription, DNA-templated///single-species biofilm formation on inanimate substrate///regulation of transcription by RNA polymerase II///positive regulation of cell-substrate adhesion///positive regulation of cell adhesion involved in single-species biofilm formation",NA,Contig20236:231987..232847,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2342,orf19.10507,0.19525981,-0.52850981,1.650900655,0.246804822,0.404115311,"glucan exo-1,3-beta-glucosidase activity///glucan exo-1,3-beta-glucosidase activity///glucan exo-1,3-beta-glucosidase activity///glucan exo-1,3-beta-glucosidase activity///glucan exo-1,3-beta-glucosidase activity///cell adhesion molecule binding///glucan endo-1,6-beta-glucosidase activity",cell surface///extracellular region///extracellular region///extracellular region///extracellular region///fungal-type cell wall///actin fusion focus///division septum///extracellular region///extracellular vesicle,fungal-type cell wall organization///cell-substrate adhesion///cellular glucan metabolic process///single-species biofilm formation in or on host organism///single-species biofilm formation on inanimate substrate///cellular glucan metabolic process///fungal-type cell wall beta-glucan metabolic process///fungal-type cell wall disassembly involved in conjugation with cellular fusion,XOG1,Contig20163:complement(125919..124603),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2343,orf19.8783,-0.354635385,0.217885385,1.650429768,0.246889041,0.404115311,5' overhang single-stranded DNA endodeoxyribonuclease activity///chromatin binding///5'-flap endonuclease activity///single-stranded DNA endodeoxyribonuclease activity///single-stranded DNA 5'-3' exodeoxyribonuclease activity///DNA helicase activity///nuclease activity,"site of double-strand break///nucleoplasm///nuclear chromosome, telomeric region///nucleus///nuclear replication fork///cytoplasm",replication fork reversal///DNA repair///response to intra-S DNA damage checkpoint signaling///telomeric 3' overhang formation///DNA strand renaturation///Okazaki fragment processing involved in mitotic DNA replication///meiotic DNA double-strand break processing///DNA double-strand break processing///lagging strand elongation///replicative cell aging///replication fork processing///DNA-dependent DNA replication///telomere maintenance,DNA2,Contig20099:complement(34462..30182),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2344,orf19.8793,0.2046742,-0.1749242,1.647985213,0.24732682,0.404535615,molecular_function,cellular_component,biological_process,NA,Contig20099:complement(50952..49618),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2345,orf19.11325,-0.122206829,-0.693793171,1.646133475,0.247659072,0.404848617,molecular_function,cellular_component,biological_process,MRP8,Contig20192:complement(140716..140138),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2346,orf19.9993,-0.526803611,0.362795953,1.681520286,0.247902839,0.405148327,molecular_function,cellular_component,biological_process,NA,Contig20150:complement(55142..53070),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2347,orf19.11238,0.034613696,0.325886304,1.643971866,0.248047618,0.405286153,acid phosphatase activity///acid phosphatase activity,extracellular region///cell surface///cell wall-bounded periplasmic space,biological_process,PHO5,Contig20190:complement(73223..71835),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2348,orf19.8948,-0.190719842,-0.356280158,1.643346858,0.248160102,0.405437008,molecular_function,cellular_component,biological_process,NA,Contig20113:complement(30084..28267),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2349,orf19.14125.2,0.025549913,-0.339799913,1.642174441,0.248371273,0.40551852,NA,NA,NA,NA,Contig20256:complement(786..85),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2350,orf19.10885,-0.343495828,0.389995828,1.642206321,0.248365528,0.40551852,molecular_function,cellular_component,biological_process,NA,Contig20174:complement(31394..30852),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2351,orf19.10210,0.133797143,-0.239547143,1.642374651,0.248335197,0.40551852,ubiquitin-protein transferase activity///zinc ion binding///proteasome regulatory particle binding///ubiquitin-protein transferase activity,"UBR1-RAD6 ubiquitin ligase complex///cytoplasm///proteasome regulatory particle, base subcomplex",cellular response to oxygen levels///ubiquitin-dependent protein catabolic process via the N-end rule pathway///ribosome-associated ubiquitin-dependent protein catabolic process///protein monoubiquitination///stress-induced homeostatically regulated protein degradation pathway///ubiquitin-dependent ERAD pathway///mitochondria-associated ubiquitin-dependent protein catabolic process///cytoplasm protein quality control by the ubiquitin-proteasome system///regulation of dipeptide transport///protein polyubiquitination///cellular response to starvation///filamentous growth of a population of unicellular organisms in response to starvation///cellular response to biotic stimulus///filamentous growth of a population of unicellular organisms in response to biotic stimulus///filamentous growth,UBR1,Contig20158:66085..71448,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2352,orf19.8085,-0.592508014,-0.276241986,1.640559456,0.248662521,0.405862269,"RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription factor activity, RNA polymerase II-specific///RNA polymerase II repressing transcription factor binding///sequence-specific DNA binding///sequence-specific DNA binding///RNA polymerase II repressing transcription factor binding",host cell nucleus///nucleus///nuclear chromosome///nucleus///nucleus///nuclear chromosome,negative regulation of transcription by RNA polymerase II///gene silencing///positive regulation of transcription by RNA polymerase II///regulation of protein localization by the Cvt pathway///positive regulation of autophagy///negative regulation of transcription by RNA polymerase II///flocculation///filamentous growth///filamentous growth///filamentous growth///flocculation///cellular response to drug///negative regulation of filamentous growth of a population of unicellular organisms///filamentous growth of a population of unicellular organisms///negative regulation of transcription by RNA polymerase II///negative regulation of transcription by RNA polymerase II,SFL1,Contig20052:105343..107769,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2353,orf19.10573,-0.109758086,0.352508086,1.638908908,0.248960616,0.406216969,RNA polymerase II core promoter sequence-specific DNA binding///RNA polymerase II complex recruiting activity///transcription coactivator activity///activating transcription factor binding,mediator complex///core mediator complex///mediator complex,positive regulation of transcription by RNA polymerase II///transcription initiation from RNA polymerase II promoter,SRB4,Contig20163:244800..246359,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2354,orf19.8863,-0.295691195,-0.126308805,1.63897024,0.248949531,0.406216969,selenium binding,cellular_component,cell redox homeostasis,NA,Contig20104:126673..127179,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2355,orf19.9392,-0.092733548,-0.456766452,1.637705625,0.249178211,0.406504726,molecular_function,cellular_component,mitotic sister chromatid cohesion,NUP189,Contig20132:complement(13904..11172),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2356,orf19.12212,-0.155650501,0.202900501,1.637519046,0.249211972,0.406504726,molecular_function,cellular_component,biological_process,NA,Contig20215:complement(51840..49738),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2357,orf19.10142,-0.021479693,-0.348020308,1.636290627,0.24943439,0.406731391,nucleotide binding///ATP binding///DNA replication origin binding///single-stranded 3'-5' DNA helicase activity///3'-5' DNA/RNA helicase activity///single-stranded DNA binding///four-way junction helicase activity///3'-5' DNA helicase activity///single-stranded DNA helicase activity///DNA helicase activity///ATPase activity///single-stranded RNA binding///DNA helicase activity,CMG complex///nucleus///cytoplasm///nuclear chromatin///DNA replication preinitiation complex///MCM core complex///replication fork protection complex///nuclear pre-replicative complex///MCM complex///MCM complex///nucleus,DNA replication initiation///pre-replicative complex assembly involved in nuclear cell cycle DNA replication///double-strand break repair via break-induced replication///DNA unwinding involved in DNA replication///mitotic DNA replication///double-strand break repair via homologous recombination///DNA strand elongation involved in DNA replication,MCM6,Contig20151:137953..140595,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2358,orf19.9325,0.047901915,-0.335401915,1.636208548,0.24944926,0.406731391,glycerol-3-phosphate dehydrogenase [NAD+] activity///protein homodimerization activity///NAD binding///glycerol-3-phosphate dehydrogenase [NAD+] activity,glycerol-3-phosphate dehydrogenase complex///nucleus///cytosol///peroxisome,glycerol-3-phosphate catabolic process///glycerol-3-phosphate metabolic process///intracellular accumulation of glycerol///glycerol biosynthetic process///protein import into peroxisome matrix///NADH oxidation///cell-abiotic substrate adhesion,GPD2,Contig20125:complement(30862..29651),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2359,orf19.11664,-0.127563066,-0.296186934,1.63513446,0.24964395,0.406968802,lipid transfer activity,ERMES complex///integral component of endoplasmic reticulum membrane///mitochondrial outer membrane,mitochondrion-endoplasmic reticulum membrane tethering///protein insertion into mitochondrial outer membrane///phospholipid transport///mitochondrial outer membrane translocase complex assembly///mitochondrial genome maintenance///aminophospholipid transport///mitochondrion organization,MMM1,Contig20200:51236..52555,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2360,orf19.13819,-0.002982679,-0.271767321,1.63299511,0.250032287,0.407469776,unfolded protein binding,mitochondrial inner membrane///mitochondrial inner membrane,mitochondrial cytochrome c oxidase assembly///mitochondrial cytochrome c oxidase assembly///positive regulation of response to oxidative stress///protein processing///negative regulation of programmed cell death,COX20,Contig20248:complement(22923..22408),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2361,orf19.11048,0.005351433,-0.256851433,1.62635631,0.251242109,0.408845161,protein dimerization activity///RNA polymerase III activity///RNA polymerase I activity,RNA polymerase III complex///RNA polymerase I complex,transcription by RNA polymerase I///tRNA transcription by RNA polymerase III///transcription by RNA polymerase III///transposon integration,RPC40,Contig20183:complement(75854..74844),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2362,orf19.9747,0.105097758,0.207402242,1.622694874,0.251912433,0.409517857,ribosome binding,mitochondrial ribosome///Cbp3p-Cbp6 complex,mitochondrial respiratory chain complex III assembly///positive regulation of mitochondrial translation,CBP6,Contig20141:complement(79148..78810),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2363,orf19.13493,0.078220662,-0.361720662,1.620724233,0.252274123,0.409861399,molecular_function,"nuclear chromosome, telomeric region",telomere maintenance via telomere lengthening,NA,Contig20237:complement(146392..145175),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2364,orf19.9759,-0.302310428,0.131560428,1.620801329,0.252259961,0.409861399,structural constituent of ribosome///structural constituent of ribosome,mitochondrial large ribosomal subunit,translation,MRPL7,Contig20141:complement(101874..101011),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2365,orf19.11612,-0.56488956,-0.16336044,1.620070955,0.252394166,0.410002359,serine-type carboxypeptidase activity,cellular_component,proteolysis,PRC2,Contig20198:7923..9419,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2366,orf19.10306,0.156950368,-0.259200368,1.618441372,0.252693916,0.410344564,histone methyltransferase activity (H3-K4 specific),Set1C/COMPASS complex///mRNA cleavage and polyadenylation specificity factor complex,snoRNA 3'-end processing///mRNA 3'-end processing///histone H3-K4 methylation///histone H3-K79 methylation///telomere maintenance,SWD2,Contig20159:complement(26957..25863),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2367,orf19.11667,-0.485979114,-0.177270886,1.618062234,0.252763718,0.410424782,ATPase activator activity,"TIM23 mitochondrial import inner membrane translocase complex///PAM complex, Tim23 associated import motor",protein import into mitochondrial matrix,NA,Contig20200:complement(59679..59206),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2368,orf19.12020,-0.043585751,-0.32566425,1.617168219,0.252928408,0.410467708,"RNA polymerase II cis-regulatory region sequence-specific DNA binding///DNA-binding transcription activator activity, RNA polymerase II-specific",MBF transcription complex///nuclear chromatin///SBF transcription complex,negative regulation of transcription by RNA polymerase II///positive regulation of transcription from RNA polymerase II promoter in response to heat stress///positive regulation of transcription involved in G1/S transition of mitotic cell cycle///regulation of transcription by RNA polymerase II///positive regulation of transcription by RNA polymerase II///regulation of meiotic cell cycle///regulation of transcription involved in G1/S transition of mitotic cell cycle///regulation of transcription involved in G1/S transition of mitotic cell cycle,MBP12,Contig20209:complement(44796..41818),GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
2369,orf19.13356,-0.690278084,0.145778084,1.617078218,0.252944995,0.410467708,molecular_function,cellular_component,biological_process,NA,Contig20236:151308..153140,GSE50881,Yeast,candida albicans,SC5413,SPACEFLOWN,Microarray,0,4
